"species" "gene" "start" "end" "IfEndIsOverlapped" "IfStartIsOverlapped"
"1690" "Xenopus_laevis" "ND1" 4798 5770 208 4798
"1691" "Xenopus_laevis" "ND2" 5978 7016 380 208
"1692" "Xenopus_laevis" "COX1" 7396 8951 157 380
"1693" "Xenopus_laevis" "COX2" 9108 9796 76 157
"1694" "Xenopus_laevis" "ATP8" 9872 10040 -10 76
"1695" "Xenopus_laevis" "ATP6" 10030 10711 -1 -10
"1696" "Xenopus_laevis" "COX3" 10710 11491 70 -1
"1697" "Xenopus_laevis" "ND3" 11561 11904 69 70
"1698" "Xenopus_laevis" "ND4L" 11973 12270 -7 69
"1699" "Xenopus_laevis" "ND4" 12263 13647 207 -7
"1700" "Xenopus_laevis" "ND5" 13854 15669 -5 207
"1701" "Xenopus_laevis" "ND6" 15664 16177 71 -5
"1702" "Xenopus_laevis" "CytB" 16248 17388 32612 71
"1703" "Xenopus_tropicalis" "ND1" 2791 3759 209 2791
"1704" "Xenopus_tropicalis" "ND2" 3968 5004 390 209
"1705" "Xenopus_tropicalis" "COX1" 5394 6951 159 390
"1706" "Xenopus_tropicalis" "COX2" 7110 7798 75 159
"1707" "Xenopus_tropicalis" "ATP8" 7873 8041 -10 75
"1708" "Xenopus_tropicalis" "ATP6" 8031 8714 0 -10
"1709" "Xenopus_tropicalis" "COX3" 8714 9498 70 0
"1710" "Xenopus_tropicalis" "ND3" 9568 9911 69 70
"1711" "Xenopus_tropicalis" "ND4L" 9980 10277 -7 69
"1712" "Xenopus_tropicalis" "ND4" 10270 11648 210 -7
"1713" "Xenopus_tropicalis" "ND5" 11858 13676 -9 210
"1714" "Xenopus_tropicalis" "ND6" 13667 14186 71 -9
"1715" "Xenopus_tropicalis" "CytB" 14257 15399 34601 71
"32978" "Xenopus_victorianus" "ND1" 2800 3768 209 2800
"32979" "Xenopus_victorianus" "ND2" 3977 5013 383 209
"32980" "Xenopus_victorianus" "COX1" 5396 6953 158 383
"32981" "Xenopus_victorianus" "COX2" 7111 7799 76 158
"32982" "Xenopus_victorianus" "ATP8" 7875 8043 -10 76
"32983" "Xenopus_victorianus" "ATP6" 8033 8717 -1 -10
"32984" "Xenopus_victorianus" "COX3" 8716 9500 70 -1
"32985" "Xenopus_victorianus" "ND3" 9570 9913 69 70
"32986" "Xenopus_victorianus" "ND4L" 9982 10278 -6 69
"32987" "Xenopus_victorianus" "ND4" 10272 11650 208 -6
"32988" "Xenopus_victorianus" "ND5" 11858 13676 -9 208
"32989" "Xenopus_victorianus" "ND6" 13667 14186 71 -9
"32990" "Xenopus_victorianus" "CytB" 14257 15399 34601 71
"6801" "Xenotoca_eiseni" "ND1" 2868 3843 392 2868
"6802" "Xenotoca_eiseni" "ND2" 4235 5280 393 392
"6803" "Xenotoca_eiseni" "COX1" 5673 7224 167 393
"6804" "Xenotoca_eiseni" "COX2" 7391 8082 75 167
"6805" "Xenotoca_eiseni" "ATP8" 8157 8325 -10 75
"6806" "Xenotoca_eiseni" "ATP6" 8315 8998 0 -10
"6807" "Xenotoca_eiseni" "COX3" 8998 9783 72 0
"6808" "Xenotoca_eiseni" "ND3" 9855 10204 69 72
"6809" "Xenotoca_eiseni" "ND4L" 10273 10570 -7 69
"6810" "Xenotoca_eiseni" "ND4" 10563 11944 220 -7
"6811" "Xenotoca_eiseni" "ND5" 12164 14003 -5 220
"6812" "Xenotoca_eiseni" "ND6" 13998 14520 72 -5
"6813" "Xenotoca_eiseni" "CytB" 14592 15733 34267 72
"1482" "Xiphias_gladius" "ND1" 2879 3854 212 2879
"1483" "Xiphias_gladius" "ND2" 4066 5113 392 212
"1484" "Xiphias_gladius" "COX1" 5505 7056 153 392
"1485" "Xiphias_gladius" "COX2" 7209 7900 76 153
"1486" "Xiphias_gladius" "ATP8" 7976 8144 -10 76
"1487" "Xiphias_gladius" "ATP6" 8134 8818 -1 -10
"1488" "Xiphias_gladius" "COX3" 8817 9603 71 -1
"1489" "Xiphias_gladius" "ND3" 9674 10023 69 71
"1490" "Xiphias_gladius" "ND4L" 10092 10389 -7 69
"1491" "Xiphias_gladius" "ND4" 10382 11763 214 -7
"1492" "Xiphias_gladius" "ND5" 11977 13816 -4 214
"1493" "Xiphias_gladius" "ND6" 13812 14334 72 -4
"1494" "Xiphias_gladius" "CytB" 14406 15547 34453 72
"7607" "Xiphophorus_couchianus" "ND1" 2836 3811 212 2836
"7608" "Xiphophorus_couchianus" "ND2" 4023 5068 392 212
"7609" "Xiphophorus_couchianus" "COX1" 5460 7017 155 392
"7610" "Xiphophorus_couchianus" "COX2" 7172 7863 74 155
"7611" "Xiphophorus_couchianus" "ATP8" 7937 8105 -10 74
"7612" "Xiphophorus_couchianus" "ATP6" 8095 8779 -1 -10
"7613" "Xiphophorus_couchianus" "COX3" 8778 9563 72 -1
"7614" "Xiphophorus_couchianus" "ND3" 9635 9984 69 72
"7615" "Xiphophorus_couchianus" "ND4L" 10053 10350 -7 69
"7616" "Xiphophorus_couchianus" "ND4" 10343 11724 340 -7
"7617" "Xiphophorus_couchianus" "ND5" 12064 13447 456 340
"7618" "Xiphophorus_couchianus" "ND6" 13903 14425 73 456
"7619" "Xiphophorus_couchianus" "CytB" 14498 15638 34362 73
"1105" "Xiphophorus_hellerii" "ND1" 2835 3810 212 2835
"1106" "Xiphophorus_hellerii" "ND2" 4022 5067 392 212
"1107" "Xiphophorus_hellerii" "COX1" 5459 7016 154 392
"1108" "Xiphophorus_hellerii" "COX2" 7170 7861 74 154
"1109" "Xiphophorus_hellerii" "ATP8" 7935 8103 -10 74
"1110" "Xiphophorus_hellerii" "ATP6" 8093 8777 -1 -10
"1111" "Xiphophorus_hellerii" "COX3" 8776 9561 72 -1
"1112" "Xiphophorus_hellerii" "ND3" 9633 9982 69 72
"1113" "Xiphophorus_hellerii" "ND4L" 10051 10348 -7 69
"1114" "Xiphophorus_hellerii" "ND4" 10341 11727 339 -7
"1115" "Xiphophorus_hellerii" "ND5" 12066 13908 -4 339
"1116" "Xiphophorus_hellerii" "ND6" 13904 14423 73 -4
"1117" "Xiphophorus_hellerii" "CytB" 14496 15636 34364 73
"1092" "Xiphophorus_maculatus" "ND1" 2840 3815 212 2840
"1093" "Xiphophorus_maculatus" "ND2" 4027 5072 394 212
"1094" "Xiphophorus_maculatus" "COX1" 5466 7023 154 394
"1095" "Xiphophorus_maculatus" "COX2" 7177 7868 74 154
"1096" "Xiphophorus_maculatus" "ATP8" 7942 8110 -10 74
"1097" "Xiphophorus_maculatus" "ATP6" 8100 8783 0 -10
"1098" "Xiphophorus_maculatus" "COX3" 8783 9568 72 0
"1099" "Xiphophorus_maculatus" "ND3" 9640 9989 69 72
"1100" "Xiphophorus_maculatus" "ND4L" 10058 10355 -7 69
"1101" "Xiphophorus_maculatus" "ND4" 10348 11734 339 -7
"1102" "Xiphophorus_maculatus" "ND5" 12073 13915 -4 339
"1103" "Xiphophorus_maculatus" "ND6" 13911 14433 72 -4
"1104" "Xiphophorus_maculatus" "CytB" 14505 15645 34355 72
"22848" "Xyrauchen_texanus" "ND1" 2854 3829 220 2854
"22849" "Xyrauchen_texanus" "ND2" 4049 5096 392 220
"22850" "Xyrauchen_texanus" "COX1" 5488 7039 162 392
"22851" "Xyrauchen_texanus" "COX2" 7201 7892 77 162
"22852" "Xyrauchen_texanus" "ATP8" 7969 8137 -10 77
"22853" "Xyrauchen_texanus" "ATP6" 8127 8814 -1 -10
"22854" "Xyrauchen_texanus" "COX3" 8813 9599 71 -1
"22855" "Xyrauchen_texanus" "ND3" 9670 10021 68 71
"22856" "Xyrauchen_texanus" "ND4L" 10089 10386 -7 68
"22857" "Xyrauchen_texanus" "ND4" 10379 11760 213 -7
"22858" "Xyrauchen_texanus" "ND5" 11973 13812 -4 213
"22859" "Xyrauchen_texanus" "ND6" 13808 14330 73 -4
"22860" "Xyrauchen_texanus" "CytB" 14403 15544 34456 73
"50595" "Yaoshania_pachychilus" "ND1" 2848 3823 216 2848
"50596" "Yaoshania_pachychilus" "ND2" 4039 5084 383 216
"50597" "Yaoshania_pachychilus" "COX1" 5467 7018 160 383
"50598" "Yaoshania_pachychilus" "COX2" 7178 7869 77 160
"50599" "Yaoshania_pachychilus" "ATP8" 7946 8114 -10 77
"50600" "Yaoshania_pachychilus" "ATP6" 8104 8787 0 -10
"50601" "Yaoshania_pachychilus" "COX3" 8787 9572 72 0
"50602" "Yaoshania_pachychilus" "ND3" 9644 9993 70 72
"50603" "Yaoshania_pachychilus" "ND4L" 10063 10360 -7 70
"50604" "Yaoshania_pachychilus" "ND4" 10353 11734 213 -7
"50605" "Yaoshania_pachychilus" "ND5" 11947 13786 -4 213
"50606" "Yaoshania_pachychilus" "ND6" 13782 14304 74 -4
"50607" "Yaoshania_pachychilus" "CytB" 14378 15519 34481 74
"22107" "Yaoshanicus_arcus" "ND1" 2871 3846 215 2871
"22108" "Yaoshanicus_arcus" "ND2" 4061 5106 388 215
"22109" "Yaoshanicus_arcus" "COX1" 5494 7045 161 388
"22110" "Yaoshanicus_arcus" "COX2" 7206 7897 77 161
"22111" "Yaoshanicus_arcus" "ATP8" 7974 8139 -7 77
"22112" "Yaoshanicus_arcus" "ATP6" 8132 8815 0 -7
"22113" "Yaoshanicus_arcus" "COX3" 8815 9600 72 0
"22114" "Yaoshanicus_arcus" "ND3" 9672 10021 70 72
"22115" "Yaoshanicus_arcus" "ND4L" 10091 10388 -7 70
"22116" "Yaoshanicus_arcus" "ND4" 10381 11763 212 -7
"22117" "Yaoshanicus_arcus" "ND5" 11975 13811 -4 212
"22118" "Yaoshanicus_arcus" "ND6" 13807 14329 73 -4
"22119" "Yaoshanicus_arcus" "CytB" 14402 15543 34457 73
"49438" "Yongeichthys_criniger" "ND1" 2842 3817 212 2842
"49439" "Yongeichthys_criniger" "ND2" 4029 5074 391 212
"49440" "Yongeichthys_criniger" "COX1" 5465 7019 149 391
"49441" "Yongeichthys_criniger" "COX2" 7168 7859 77 149
"49442" "Yongeichthys_criniger" "ATP8" 7936 8104 -10 77
"49443" "Yongeichthys_criniger" "ATP6" 8094 8778 3 -10
"49444" "Yongeichthys_criniger" "COX3" 8781 9565 72 3
"49445" "Yongeichthys_criniger" "ND3" 9637 9986 69 72
"49446" "Yongeichthys_criniger" "ND4L" 10055 10352 -7 69
"49447" "Yongeichthys_criniger" "ND4" 10345 11726 211 -7
"49448" "Yongeichthys_criniger" "ND5" 11937 13776 -4 211
"49449" "Yongeichthys_criniger" "ND6" 13772 14294 74 -4
"49450" "Yongeichthys_criniger" "CytB" 14368 15509 34491 74
"25929" "Yuhina_diademata" "ND1" 2808 3786 228 2808
"25930" "Yuhina_diademata" "ND2" 4014 5055 359 228
"25931" "Yuhina_diademata" "COX1" 5414 6965 148 359
"25932" "Yuhina_diademata" "COX2" 7113 7798 69 148
"25933" "Yuhina_diademata" "ATP8" 7867 8035 -10 69
"25934" "Yuhina_diademata" "ATP6" 8025 8709 6 -10
"25935" "Yuhina_diademata" "COX3" 8715 9499 69 6
"25936" "Yuhina_diademata" "ND3" 9568 9918 71 69
"25937" "Yuhina_diademata" "ND4L" 9989 10286 -7 71
"25938" "Yuhina_diademata" "ND4" 10279 11657 206 -7
"25939" "Yuhina_diademata" "ND5" 11863 13681 9 206
"25940" "Yuhina_diademata" "CytB" 13690 14833 1226 9
"25941" "Yuhina_diademata" "ND6" 16059 16578 33422 1226
"50400" "Zacco_acanthogenys" "ND1" 2865 3840 214 2865
"50401" "Zacco_acanthogenys" "ND2" 4054 5101 393 214
"50402" "Zacco_acanthogenys" "COX1" 5494 7045 161 393
"50403" "Zacco_acanthogenys" "COX2" 7206 7897 77 161
"50404" "Zacco_acanthogenys" "ATP8" 7974 8139 -7 77
"50405" "Zacco_acanthogenys" "ATP6" 8132 8816 -1 -7
"50406" "Zacco_acanthogenys" "COX3" 8815 9599 73 -1
"50407" "Zacco_acanthogenys" "ND3" 9672 10021 70 73
"50408" "Zacco_acanthogenys" "ND4L" 10091 10388 -7 70
"50409" "Zacco_acanthogenys" "ND4" 10381 11763 212 -7
"50410" "Zacco_acanthogenys" "ND5" 11975 13811 -4 212
"50411" "Zacco_acanthogenys" "ND6" 13807 14329 73 -4
"50412" "Zacco_acanthogenys" "CytB" 14402 15543 34457 73
"16125" "Zacco_platypus" "ND1" 2865 3840 214 2865
"16126" "Zacco_platypus" "ND2" 4054 5101 393 214
"16127" "Zacco_platypus" "COX1" 5494 7045 159 393
"16128" "Zacco_platypus" "COX2" 7204 7895 77 159
"16129" "Zacco_platypus" "ATP8" 7972 8137 -7 77
"16130" "Zacco_platypus" "ATP6" 8130 8814 -1 -7
"16131" "Zacco_platypus" "COX3" 8813 9598 72 -1
"16132" "Zacco_platypus" "ND3" 9670 10019 70 72
"16133" "Zacco_platypus" "ND4L" 10089 10386 -7 70
"16134" "Zacco_platypus" "ND4" 10379 11761 212 -7
"16135" "Zacco_platypus" "ND5" 11973 13809 -4 212
"16136" "Zacco_platypus" "ND6" 13805 14327 73 -4
"16137" "Zacco_platypus" "CytB" 14400 15541 34459 73
"26137" "Zaedyus_pichiy" "ND1" 2770 3725 208 2770
"26138" "Zaedyus_pichiy" "ND2" 3933 4975 377 208
"26139" "Zaedyus_pichiy" "COX1" 5352 6894 145 377
"26140" "Zaedyus_pichiy" "COX2" 7039 7723 75 145
"26141" "Zaedyus_pichiy" "ATP8" 7798 8002 -43 75
"26142" "Zaedyus_pichiy" "ATP6" 7959 8640 -1 -43
"26143" "Zaedyus_pichiy" "COX3" 8639 9423 70 -1
"26144" "Zaedyus_pichiy" "ND3" 9493 9839 70 70
"26145" "Zaedyus_pichiy" "ND4L" 9909 10206 -7 70
"26146" "Zaedyus_pichiy" "ND4" 10199 11577 200 -7
"26147" "Zaedyus_pichiy" "ND5" 11777 13583 -4 200
"26148" "Zaedyus_pichiy" "ND6" 13579 14107 71 -4
"26149" "Zaedyus_pichiy" "CytB" 14178 15318 34682 71
"7711" "Zaglossus_bruijni" "ND1" 2810 3767 207 2810
"7712" "Zaglossus_bruijni" "ND2" 3974 5016 371 207
"7713" "Zaglossus_bruijni" "COX1" 5387 6929 143 371
"7714" "Zaglossus_bruijni" "COX2" 7072 7765 62 143
"7715" "Zaglossus_bruijni" "ATP8" 7827 8037 -46 62
"7716" "Zaglossus_bruijni" "ATP6" 7991 8670 1 -46
"7717" "Zaglossus_bruijni" "COX3" 8671 9455 69 1
"7718" "Zaglossus_bruijni" "ND3" 9524 9872 66 69
"7719" "Zaglossus_bruijni" "ND4L" 9938 10235 -7 66
"7720" "Zaglossus_bruijni" "ND4" 10228 11606 194 -7
"7721" "Zaglossus_bruijni" "ND5" 11800 13615 -4 194
"7722" "Zaglossus_bruijni" "ND6" 13611 14112 71 -4
"7723" "Zaglossus_bruijni" "CytB" 14183 15323 34677 71
"4511" "Zalophus_californianus" "ND1" 2758 3715 210 2758
"4512" "Zalophus_californianus" "ND2" 3925 4969 388 210
"4513" "Zalophus_californianus" "COX1" 5357 6902 139 388
"4514" "Zalophus_californianus" "COX2" 7041 7723 73 139
"4515" "Zalophus_californianus" "ATP8" 7796 8000 -43 73
"4516" "Zalophus_californianus" "ATP6" 7957 8638 -1 -43
"4517" "Zalophus_californianus" "COX3" 8637 9421 70 -1
"4518" "Zalophus_californianus" "ND3" 9491 9837 70 70
"4519" "Zalophus_californianus" "ND4L" 9907 10204 -7 70
"4520" "Zalophus_californianus" "ND4" 10197 11575 198 -7
"4521" "Zalophus_californianus" "ND5" 11773 13600 -17 198
"4522" "Zalophus_californianus" "ND6" 13583 14111 73 -17
"4523" "Zalophus_californianus" "CytB" 14184 15324 34676 73
"15215" "Zanclus_cornutus" "ND1" 2856 3831 213 2856
"15216" "Zanclus_cornutus" "ND2" 4044 5091 406 213
"15217" "Zanclus_cornutus" "COX1" 5497 7048 155 406
"15218" "Zanclus_cornutus" "COX2" 7203 7894 76 155
"15219" "Zanclus_cornutus" "ATP8" 7970 8138 -10 76
"15220" "Zanclus_cornutus" "ATP6" 8128 8811 0 -10
"15221" "Zanclus_cornutus" "COX3" 8811 9596 72 0
"15222" "Zanclus_cornutus" "ND3" 9668 10019 71 72
"15223" "Zanclus_cornutus" "ND4L" 10090 10387 -7 71
"15224" "Zanclus_cornutus" "ND4" 10380 11761 215 -7
"15225" "Zanclus_cornutus" "ND5" 11976 13815 -4 215
"15226" "Zanclus_cornutus" "ND6" 13811 14333 74 -4
"15227" "Zanclus_cornutus" "CytB" 14407 15548 34452 74
"42505" "Zapteryx_exasperata" "ND1" 2862 3837 210 2862
"42506" "Zapteryx_exasperata" "ND2" 4047 5093 388 210
"42507" "Zapteryx_exasperata" "COX1" 5481 7038 162 388
"42508" "Zapteryx_exasperata" "COX2" 7200 7891 74 162
"42509" "Zapteryx_exasperata" "ATP8" 7965 8133 -10 74
"42510" "Zapteryx_exasperata" "ATP6" 8123 8807 2 -10
"42511" "Zapteryx_exasperata" "COX3" 8809 9595 71 2
"42512" "Zapteryx_exasperata" "ND3" 9666 10015 71 71
"42513" "Zapteryx_exasperata" "ND4L" 10086 10383 -7 71
"42514" "Zapteryx_exasperata" "ND4" 10376 11757 208 -7
"42515" "Zapteryx_exasperata" "ND5" 11965 13801 -4 208
"42516" "Zapteryx_exasperata" "ND6" 13797 14316 73 -4
"42517" "Zapteryx_exasperata" "CytB" 14389 15532 34468 73
"47762" "Zearaja_chilensis" "ND1" 2858 3833 211 2858
"47763" "Zearaja_chilensis" "ND2" 4044 5090 383 211
"47764" "Zearaja_chilensis" "COX1" 5473 7030 145 383
"47765" "Zearaja_chilensis" "COX2" 7175 7866 74 145
"47766" "Zearaja_chilensis" "ATP8" 7940 8108 -10 74
"47767" "Zearaja_chilensis" "ATP6" 8098 8782 2 -10
"47768" "Zearaja_chilensis" "COX3" 8784 9570 71 2
"47769" "Zearaja_chilensis" "ND3" 9641 9990 69 71
"47770" "Zearaja_chilensis" "ND4L" 10059 10356 -7 69
"47771" "Zearaja_chilensis" "ND4" 10349 11730 210 -7
"47772" "Zearaja_chilensis" "ND5" 11940 13776 -4 210
"47773" "Zearaja_chilensis" "ND6" 13772 14291 73 -4
"47774" "Zearaja_chilensis" "CytB" 14364 15507 34493 73
"24810" "Zebrasoma_flavescens" "ND1" 2854 3829 213 2854
"24811" "Zebrasoma_flavescens" "ND2" 4042 5088 391 213
"24812" "Zebrasoma_flavescens" "COX1" 5479 7030 152 391
"24813" "Zebrasoma_flavescens" "COX2" 7182 7873 76 152
"24814" "Zebrasoma_flavescens" "ATP8" 7949 8117 -10 76
"24815" "Zebrasoma_flavescens" "ATP6" 8107 8790 0 -10
"24816" "Zebrasoma_flavescens" "COX3" 8790 9575 72 0
"24817" "Zebrasoma_flavescens" "ND3" 9647 9996 70 72
"24818" "Zebrasoma_flavescens" "ND4L" 10066 10363 -7 70
"24819" "Zebrasoma_flavescens" "ND4" 10356 11737 215 -7
"24820" "Zebrasoma_flavescens" "ND5" 11952 13806 -4 215
"24821" "Zebrasoma_flavescens" "ND6" 13802 14324 74 -4
"24822" "Zebrasoma_flavescens" "CytB" 14398 15539 34461 74
"37229" "Zebrias_crossolepis" "ND1" 2887 3862 208 2887
"37230" "Zebrias_crossolepis" "ND2" 4070 5116 387 208
"37231" "Zebrias_crossolepis" "COX1" 5503 7051 147 387
"37232" "Zebrias_crossolepis" "COX2" 7198 7889 76 147
"37233" "Zebrias_crossolepis" "ATP8" 7965 8133 -7 76
"37234" "Zebrias_crossolepis" "ATP6" 8126 8804 -1 -7
"37235" "Zebrias_crossolepis" "COX3" 8803 9588 70 -1
"37236" "Zebrias_crossolepis" "ND3" 9658 10007 69 70
"37237" "Zebrias_crossolepis" "ND4L" 10076 10373 -7 69
"37238" "Zebrias_crossolepis" "ND4" 10366 11747 213 -7
"37239" "Zebrias_crossolepis" "ND5" 11960 13802 -5 213
"37240" "Zebrias_crossolepis" "ND6" 13797 14319 72 -5
"37241" "Zebrias_crossolepis" "CytB" 14391 15532 34468 72
"37255" "Zebrias_quagga" "ND1" 2897 3872 207 2897
"37256" "Zebrias_quagga" "ND2" 4079 5125 384 207
"37257" "Zebrias_quagga" "COX1" 5509 7060 150 384
"37258" "Zebrias_quagga" "COX2" 7210 7901 76 150
"37259" "Zebrias_quagga" "ATP8" 7977 8145 -10 76
"37260" "Zebrias_quagga" "ATP6" 8135 8819 -1 -10
"37261" "Zebrias_quagga" "COX3" 8818 9603 70 -1
"37262" "Zebrias_quagga" "ND3" 9673 10022 70 70
"37263" "Zebrias_quagga" "ND4L" 10092 10389 -7 70
"37264" "Zebrias_quagga" "ND4" 10382 11763 214 -7
"37265" "Zebrias_quagga" "ND5" 11977 13822 1 214
"37266" "Zebrias_quagga" "ND6" 13823 14345 74 1
"37267" "Zebrias_quagga" "CytB" 14419 15560 34440 74
"30391" "Zebrias_zebra" "ND1" 2880 3855 207 2880
"30392" "Zebrias_zebra" "ND2" 4062 5108 387 207
"30393" "Zebrias_zebra" "COX1" 5495 7046 150 387
"30394" "Zebrias_zebra" "COX2" 7196 7887 75 150
"30395" "Zebrias_zebra" "ATP8" 7962 8130 -10 75
"30396" "Zebrias_zebra" "ATP6" 8120 8804 -1 -10
"30397" "Zebrias_zebra" "COX3" 8803 9588 70 -1
"30398" "Zebrias_zebra" "ND3" 9658 10007 69 70
"30399" "Zebrias_zebra" "ND4L" 10076 10373 -7 69
"30400" "Zebrias_zebra" "ND4" 10366 11747 213 -7
"30401" "Zebrias_zebra" "ND5" 11960 13808 -4 213
"30402" "Zebrias_zebra" "ND6" 13804 14326 73 -4
"30403" "Zebrias_zebra" "CytB" 14399 15540 34460 73
"48451" "Zebrias_zebrinus" "ND1" 2880 3855 207 2880
"48452" "Zebrias_zebrinus" "ND2" 4062 5108 387 207
"48453" "Zebrias_zebrinus" "COX1" 5495 7046 150 387
"48454" "Zebrias_zebrinus" "COX2" 7196 7887 75 150
"48455" "Zebrias_zebrinus" "ATP8" 7962 8130 -10 75
"48456" "Zebrias_zebrinus" "ATP6" 8120 8804 -1 -10
"48457" "Zebrias_zebrinus" "COX3" 8803 9588 70 -1
"48458" "Zebrias_zebrinus" "ND3" 9658 10007 69 70
"48459" "Zebrias_zebrinus" "ND4L" 10076 10373 -7 69
"48460" "Zebrias_zebrinus" "ND4" 10366 11747 213 -7
"48461" "Zebrias_zebrinus" "ND5" 11960 13808 -4 213
"48462" "Zebrias_zebrinus" "ND6" 13804 14326 73 -4
"48463" "Zebrias_zebrinus" "CytB" 14399 15540 34460 73
"19831" "Zenaida_auriculata" "ND1" 0 966 229 0
"19832" "Zenaida_auriculata" "ND2" 1195 2234 357 229
"19833" "Zenaida_auriculata" "COX1" 2591 4142 137 357
"19834" "Zenaida_auriculata" "COX2" 4279 4963 72 137
"19835" "Zenaida_auriculata" "ATP8" 5035 5202 -9 72
"19836" "Zenaida_auriculata" "ATP6" 5193 5876 0 -9
"19837" "Zenaida_auriculata" "COX3" 5876 6660 69 0
"19838" "Zenaida_auriculata" "ND3" 6729 7080 72 69
"19839" "Zenaida_auriculata" "ND4L" 7152 7449 -7 72
"19840" "Zenaida_auriculata" "ND4" 7442 8820 205 -7
"19841" "Zenaida_auriculata" "ND5" 9025 10843 8 205
"19842" "Zenaida_auriculata" "CytB" 10851 11994 170 8
"19843" "Zenaida_auriculata" "ND6" 12164 12683 37317 170
"25734" "Zenion_japonicum" "ND1" 2846 3821 211 2846
"25735" "Zenion_japonicum" "ND2" 4032 5068 383 211
"25736" "Zenion_japonicum" "COX1" 5451 7011 148 383
"25737" "Zenion_japonicum" "COX2" 7159 7850 75 148
"25738" "Zenion_japonicum" "ATP8" 7925 8093 -10 75
"25739" "Zenion_japonicum" "ATP6" 8083 8767 0 -10
"25740" "Zenion_japonicum" "COX3" 8767 9552 72 0
"25741" "Zenion_japonicum" "ND3" 9624 9973 69 72
"25742" "Zenion_japonicum" "ND4L" 10042 10339 -7 69
"25743" "Zenion_japonicum" "ND4" 10332 11713 212 -7
"25744" "Zenion_japonicum" "ND5" 11925 13764 -5 212
"25745" "Zenion_japonicum" "ND6" 13759 14281 73 -5
"25746" "Zenion_japonicum" "CytB" 14354 15495 34505 73
"17906" "Zenopsis_nebulosus" "ND1" 2835 3810 213 2835
"17907" "Zenopsis_nebulosus" "ND2" 4023 5060 380 213
"17908" "Zenopsis_nebulosus" "COX1" 5440 7000 149 380
"17909" "Zenopsis_nebulosus" "COX2" 7149 7840 75 149
"17910" "Zenopsis_nebulosus" "ATP8" 7915 8083 -10 75
"17911" "Zenopsis_nebulosus" "ATP6" 8073 8756 0 -10
"17912" "Zenopsis_nebulosus" "COX3" 8756 9541 71 0
"17913" "Zenopsis_nebulosus" "ND3" 9612 9961 70 71
"17914" "Zenopsis_nebulosus" "ND4L" 10031 10328 -7 70
"17915" "Zenopsis_nebulosus" "ND4" 10321 11702 211 -7
"17916" "Zenopsis_nebulosus" "ND5" 11913 13752 -5 211
"17917" "Zenopsis_nebulosus" "ND6" 13747 14257 86 -5
"17918" "Zenopsis_nebulosus" "CytB" 14343 15484 34516 86
"13630" "Zeus_faber" "ND1" 2839 3814 210 2839
"13631" "Zeus_faber" "ND2" 4024 5060 384 210
"13632" "Zeus_faber" "COX1" 5444 7007 145 384
"13633" "Zeus_faber" "COX2" 7152 7843 75 145
"13634" "Zeus_faber" "ATP8" 7918 8086 -10 75
"13635" "Zeus_faber" "ATP6" 8076 8759 0 -10
"13636" "Zeus_faber" "COX3" 8759 9544 71 0
"13637" "Zeus_faber" "ND3" 9615 9964 69 71
"13638" "Zeus_faber" "ND4L" 10033 10330 -7 69
"13639" "Zeus_faber" "ND4" 10323 11704 211 -7
"13640" "Zeus_faber" "ND5" 11915 13754 -5 211
"13641" "Zeus_faber" "ND6" 13749 14271 74 -5
"13642" "Zeus_faber" "CytB" 14345 15486 34514 74
"4706" "Ziphius_cavirostris" "ND1" 2770 3727 213 2770
"4707" "Ziphius_cavirostris" "ND2" 3940 4982 381 213
"4708" "Ziphius_cavirostris" "COX1" 5363 6914 139 381
"4709" "Ziphius_cavirostris" "COX2" 7053 7737 71 139
"4710" "Ziphius_cavirostris" "ATP8" 7808 8009 -40 71
"4711" "Ziphius_cavirostris" "ATP6" 7969 8650 -1 -40
"4712" "Ziphius_cavirostris" "COX3" 8649 9434 69 -1
"4713" "Ziphius_cavirostris" "ND3" 9503 9850 70 69
"4714" "Ziphius_cavirostris" "ND4L" 9920 10217 -7 70
"4715" "Ziphius_cavirostris" "ND4" 10210 11588 201 -7
"4716" "Ziphius_cavirostris" "ND5" 11789 13610 -17 201
"4717" "Ziphius_cavirostris" "ND6" 13593 14121 73 -17
"4718" "Ziphius_cavirostris" "CytB" 14194 15334 34666 73
"1975" "Zootoca_vivipara" "ND1" 2686 3655 215 2686
"1976" "Zootoca_vivipara" "ND2" 3870 4903 381 215
"1977" "Zootoca_vivipara" "COX1" 5284 6832 138 381
"1978" "Zootoca_vivipara" "COX2" 6970 7655 66 138
"1979" "Zootoca_vivipara" "ATP8" 7721 7883 -10 66
"1980" "Zootoca_vivipara" "ATP6" 7873 8554 -1 -10
"1981" "Zootoca_vivipara" "COX3" 8553 9337 65 -1
"1982" "Zootoca_vivipara" "ND3" 9402 9748 68 65
"1983" "Zootoca_vivipara" "ND4L" 9816 10113 -7 68
"1984" "Zootoca_vivipara" "ND4" 10106 11487 204 -7
"1985" "Zootoca_vivipara" "ND5" 11691 13518 -5 204
"1986" "Zootoca_vivipara" "ND6" 13513 14032 69 -5
"1987" "Zootoca_vivipara" "CytB" 14101 15244 34756 69
"21210" "Zosterops_erythropleurus" "ND1" 2811 3789 229 2811
"21211" "Zosterops_erythropleurus" "ND2" 4018 5059 358 229
"21212" "Zosterops_erythropleurus" "COX1" 5417 6968 148 358
